"Date","State","District","Confirmed","Recovered","Deceased","Other","Tested","Daily_confirmed","Daily_Recovered","Daily_Deceased"
2020-11-22,"Rajasthan","Sawai Madhopur",1469,1143,24,0,58138,93,4,0
2020-11-22,"Rajasthan","Sikar",7787,7300,73,0,119893,75,51,0
2020-11-22,"Rajasthan","Sirohi",2909,2657,26,0,61550,61,8,0
2020-11-22,"Rajasthan","Tonk",2401,2014,29,0,48528,96,39,0
2020-11-22,"Rajasthan","Udaipur",8328,7639,83,0,178849,184,141,0
2020-11-21,"Rajasthan","Ajmer",12741,11979,162,0,193374,210,199,1
2020-11-21,"Rajasthan","Alwar",17948,17180,70,0,187763,139,210,0
2020-11-21,"Rajasthan","BSF Camp",85,85,0,0,NA,0,0,0
2020-11-21,"Rajasthan","Banswara",1607,1459,26,0,32015,4,4,0
2020-11-21,"Rajasthan","Baran",1704,1502,26,0,34466,31,18,0
2020-11-21,"Rajasthan","Barmer",4077,3836,38,0,83511,53,61,0
2020-11-21,"Rajasthan","Bharatpur",6997,6698,100,0,123387,56,79,1
2020-11-21,"Rajasthan","Bhilwara",6930,6546,31,0,116184,128,56,1
2020-11-21,"Rajasthan","Bikaner",17487,16580,156,0,230637,215,157,1
2020-11-21,"Rajasthan","Bundi",1742,1530,9,0,36585,29,37,0
2020-11-21,"Rajasthan","Chittorgarh",2715,2450,34,0,71470,55,18,0
2020-11-21,"Rajasthan","Churu",3577,3279,33,0,97781,28,17,1
2020-11-21,"Rajasthan","Dausa",2011,1794,16,0,41767,30,41,0
2020-11-21,"Rajasthan","Dholpur",3431,3301,29,0,101919,12,1,0
2020-11-21,"Rajasthan","Dungarpur",3001,2799,28,0,94333,39,98,0
2020-11-21,"Rajasthan","Evacuees",61,61,0,0,NA,0,0,0
2020-11-21,"Rajasthan","Ganganagar",5211,4864,34,0,45327,115,75,0
2020-11-21,"Rajasthan","Hanumangarh",2321,2134,9,0,44316,26,11,0
2020-11-21,"Rajasthan","Italians",2,2,0,0,NA,0,0,0
2020-11-21,"Rajasthan","Jaipur",42098,34090,408,0,629344,551,188,4
2020-11-21,"Rajasthan","Jaisalmer",1524,1296,20,0,60770,24,35,0
2020-11-21,"Rajasthan","Jalore",4630,4396,42,0,130740,17,19,0
2020-11-21,"Rajasthan","Jhalawar",2903,2738,14,0,71264,15,6,0
2020-11-21,"Rajasthan","Jhunjhunu",3745,3500,36,0,85701,46,11,0
2020-11-21,"Rajasthan","Jodhpur",35603,30150,212,0,492727,444,111,1
2020-11-21,"Rajasthan","Karauli",1272,1126,17,0,42416,0,2,0
2020-11-21,"Rajasthan","Kota",13349,12490,122,0,245830,203,145,1
2020-11-21,"Rajasthan","Nagaur",7020,6510,72,0,156222,94,73,1
2020-11-21,"Rajasthan","Other State",189,150,39,0,NA,0,0,0
2020-11-21,"Rajasthan","Pali",8573,8098,81,0,139990,84,36,0
2020-11-21,"Rajasthan","Pratapgarh",986,927,14,0,27442,4,1,0
2020-11-21,"Rajasthan","Rajsamand",2751,2519,33,0,62651,27,7,0
2020-11-21,"Rajasthan","Sawai Madhopur",1376,1139,24,0,57857,43,7,1
2020-11-21,"Rajasthan","Sikar",7712,7249,73,0,119373,95,120,1
2020-11-21,"Rajasthan","Sirohi",2848,2649,26,0,61068,23,59,0
2020-11-21,"Rajasthan","Tonk",2305,1975,29,0,47727,85,52,1
2020-11-21,"Rajasthan","Udaipur",8144,7498,83,0,177885,82,9,1
2020-11-20,"Rajasthan","Ajmer",12531,11780,161,0,191760,211,181,1
2020-11-20,"Rajasthan","Alwar",17809,16970,70,0,186531,199,169,1
2020-11-20,"Rajasthan","BSF Camp",85,85,0,0,NA,0,0,0
2020-11-20,"Rajasthan","Banswara",1603,1455,26,0,31902,5,2,0
2020-11-20,"Rajasthan","Baran",1673,1484,26,0,34313,43,2,0
2020-11-20,"Rajasthan","Barmer",4024,3775,38,0,82993,37,3,0
2020-11-20,"Rajasthan","Bharatpur",6941,6619,99,0,122498,45,30,1
2020-11-20,"Rajasthan","Bhilwara",6802,6490,30,0,115563,110,166,0
2020-11-20,"Rajasthan","Bikaner",17272,16423,155,0,229469,109,223,1
2020-11-20,"Rajasthan","Bundi",1713,1493,9,0,36244,36,1,0
2020-11-20,"Rajasthan","Chittorgarh",2660,2432,34,0,70583,25,3,1
2020-11-20,"Rajasthan","Churu",3549,3262,32,0,97271,39,3,1
2020-11-20,"Rajasthan","Dausa",1981,1753,16,0,41575,41,4,0
2020-11-20,"Rajasthan","Dholpur",3419,3300,29,0,101608,1,1,0
2020-11-20,"Rajasthan","Dungarpur",2962,2701,28,0,93762,42,3,0
2020-11-20,"Rajasthan","Evacuees",61,61,0,0,NA,0,0,0
2020-11-20,"Rajasthan","Ganganagar",5096,4789,34,0,44947,37,166,1
2020-11-20,"Rajasthan","Hanumangarh",2295,2123,9,0,43979,0,79,0
2020-11-20,"Rajasthan","Italians",2,2,0,0,NA,0,0,0
2020-11-20,"Rajasthan","Jaipur",41547,33902,404,0,621188,514,173,1
2020-11-20,"Rajasthan","Jaisalmer",1500,1261,20,0,60494,38,3,1
2020-11-20,"Rajasthan","Jalore",4613,4377,42,0,129909,28,18,0
2020-11-20,"Rajasthan","Jhalawar",2888,2732,14,0,71086,23,9,0
2020-11-20,"Rajasthan","Jhunjhunu",3699,3489,36,0,85289,49,93,0
2020-11-20,"Rajasthan","Jodhpur",35159,30039,211,0,490099,419,327,1
2020-11-20,"Rajasthan","Karauli",1272,1124,17,0,42062,33,4,0
2020-11-20,"Rajasthan","Kota",13146,12345,121,0,244251,175,88,1
2020-11-20,"Rajasthan","Nagaur",6926,6437,71,0,154664,48,48,1
2020-11-20,"Rajasthan","Other State",189,150,39,0,NA,0,0,0
2020-11-20,"Rajasthan","Pali",8489,8062,81,0,139217,92,52,0
2020-11-20,"Rajasthan","Pratapgarh",982,926,14,0,27305,4,1,0
2020-11-20,"Rajasthan","Rajsamand",2724,2512,33,0,62393,24,12,0
2020-11-20,"Rajasthan","Sawai Madhopur",1333,1132,23,0,57544,25,12,0
2020-11-20,"Rajasthan","Sikar",7617,7129,72,0,118730,85,9,1
2020-11-20,"Rajasthan","Sirohi",2825,2590,26,0,60498,35,1,0
2020-11-20,"Rajasthan","Tonk",2220,1923,28,0,46916,45,28,0
2020-11-20,"Rajasthan","Udaipur",8062,7489,82,0,176723,145,79,1
2020-11-19,"Rajasthan","Ajmer",12320,11599,160,0,190131,210,109,0
2020-11-19,"Rajasthan","Alwar",17610,16801,69,0,185245,205,103,1
2020-11-19,"Rajasthan","BSF Camp",85,85,0,0,NA,0,0,0
2020-11-19,"Rajasthan","Banswara",1598,1453,26,0,31765,1,4,0
2020-11-19,"Rajasthan","Baran",1630,1482,26,0,34186,4,4,0
2020-11-19,"Rajasthan","Barmer",3987,3772,38,0,82475,19,2,0
2020-11-19,"Rajasthan","Bharatpur",6896,6589,98,0,121732,45,91,1
2020-11-19,"Rajasthan","Bhilwara",6692,6324,30,0,115033,76,5,0
2020-11-19,"Rajasthan","Bikaner",17163,16200,154,0,228645,197,202,1
2020-11-19,"Rajasthan","Bundi",1677,1492,9,0,35835,22,3,0
2020-11-19,"Rajasthan","Chittorgarh",2635,2429,33,0,69646,9,6,1
2020-11-19,"Rajasthan","Churu",3510,3259,31,0,96749,43,9,0
2020-11-19,"Rajasthan","Dausa",1940,1749,16,0,41322,19,7,1
2020-11-19,"Rajasthan","Dholpur",3418,3299,29,0,101254,7,1,0
2020-11-19,"Rajasthan","Dungarpur",2920,2698,28,0,93372,34,55,0
2020-11-19,"Rajasthan","Evacuees",61,61,0,0,NA,0,0,0
2020-11-19,"Rajasthan","Ganganagar",5059,4623,33,0,44656,85,90,1
2020-11-19,"Rajasthan","Hanumangarh",2295,2044,9,0,43764,29,24,1
2020-11-19,"Rajasthan","Italians",2,2,0,0,NA,0,0,0
2020-11-19,"Rajasthan","Jaipur",41033,33729,403,0,614921,519,310,1
2020-11-19,"Rajasthan","Jaisalmer",1462,1258,19,0,60251,12,60,0
2020-11-19,"Rajasthan","Jalore",4585,4359,42,0,129289,27,8,0
2020-11-19,"Rajasthan","Jhalawar",2865,2723,14,0,70890,12,40,0
2020-11-19,"Rajasthan","Jhunjhunu",3650,3396,36,0,84836,28,73,1
2020-11-19,"Rajasthan","Jodhpur",34740,29712,210,0,487462,346,329,1
2020-11-19,"Rajasthan","Karauli",1239,1120,17,0,41567,3,2,0
2020-11-19,"Rajasthan","Kota",12971,12257,120,0,242570,203,68,1
2020-11-19,"Rajasthan","Nagaur",6878,6389,70,0,153132,68,54,1
2020-11-19,"Rajasthan","Other State",189,150,39,0,NA,0,0,0
2020-11-19,"Rajasthan","Pali",8397,8010,81,0,138512,65,91,0
2020-11-19,"Rajasthan","Pratapgarh",978,925,14,0,27132,8,1,0
2020-11-19,"Rajasthan","Rajsamand",2700,2500,33,0,62198,17,12,0
2020-11-19,"Rajasthan","Sawai Madhopur",1308,1120,23,0,57280,3,8,0
2020-11-19,"Rajasthan","Sikar",7532,7120,71,0,118134,88,21,1
2020-11-19,"Rajasthan","Sirohi",2790,2589,26,0,59994,56,31,0
2020-11-19,"Rajasthan","Tonk",2175,1895,28,0,46030,7,10,1
2020-11-19,"Rajasthan","Udaipur",7917,7410,81,0,175759,82,11,1
2020-11-18,"Rajasthan","Ajmer",12110,11490,160,0,188609,150,141,1
2020-11-18,"Rajasthan","Alwar",17405,16698,68,0,183898,125,199,0
2020-11-18,"Rajasthan","BSF Camp",85,85,0,0,NA,0,0,0
2020-11-18,"Rajasthan","Banswara",1597,1449,26,0,31659,11,2,0
2020-11-18,"Rajasthan","Baran",1626,1478,26,0,34008,6,7,0
2020-11-18,"Rajasthan","Barmer",3968,3770,38,0,81814,44,20,1
2020-11-18,"Rajasthan","Bharatpur",6851,6498,97,0,120658,56,75,0
2020-11-18,"Rajasthan","Bhilwara",6616,6319,30,0,114444,52,30,0
2020-11-18,"Rajasthan","Bikaner",16966,15998,153,0,227337,77,218,1
2020-11-18,"Rajasthan","Bundi",1655,1489,9,0,35496,5,5,0
2020-11-18,"Rajasthan","Chittorgarh",2626,2423,32,0,68827,10,1,0
2020-11-18,"Rajasthan","Churu",3467,3250,31,0,96050,51,4,0
2020-11-18,"Rajasthan","Dausa",1921,1742,15,0,41060,14,1,0
2020-11-18,"Rajasthan","Dholpur",3411,3298,29,0,100868,10,28,0
2020-11-18,"Rajasthan","Dungarpur",2886,2643,28,0,93138,33,20,0
2020-11-18,"Rajasthan","Evacuees",61,61,0,0,NA,0,0,0
2020-11-18,"Rajasthan","Ganganagar",4974,4533,32,0,44164,72,13,0
2020-11-18,"Rajasthan","Hanumangarh",2266,2020,8,0,43466,64,9,0
2020-11-18,"Rajasthan","Italians",2,2,0,0,NA,0,0,0
2020-11-18,"Rajasthan","Jaipur",40514,33419,402,0,606751,468,329,2
2020-11-18,"Rajasthan","Jaisalmer",1450,1198,19,0,59757,19,9,0
2020-11-18,"Rajasthan","Jalore",4558,4351,42,0,128444,6,53,1
2020-11-18,"Rajasthan","Jhalawar",2853,2683,14,0,70549,10,4,0
2020-11-18,"Rajasthan","Jhunjhunu",3622,3323,35,0,84325,52,42,0
2020-11-18,"Rajasthan","Jodhpur",34394,29383,209,0,484575,302,236,2
2020-11-18,"Rajasthan","Karauli",1236,1118,17,0,41039,2,6,0
2020-11-18,"Rajasthan","Kota",12768,12189,119,0,240903,114,89,1
2020-11-18,"Rajasthan","Nagaur",6810,6335,69,0,151735,68,46,1
2020-11-18,"Rajasthan","Other State",189,150,39,0,NA,0,0,0
2020-11-18,"Rajasthan","Pali",8332,7919,81,0,137707,76,29,1
2020-11-18,"Rajasthan","Pratapgarh",970,924,14,0,27050,0,1,0
2020-11-18,"Rajasthan","Rajsamand",2683,2488,33,0,61960,18,19,0
2020-11-18,"Rajasthan","Sawai Madhopur",1305,1112,23,0,56842,28,3,0
2020-11-18,"Rajasthan","Sikar",7444,7099,70,0,117371,71,30,1
2020-11-18,"Rajasthan","Sirohi",2734,2558,26,0,59455,26,6,0
2020-11-18,"Rajasthan","Tonk",2168,1885,27,0,45093,63,6,0
2020-11-18,"Rajasthan","Udaipur",7835,7399,80,0,174712,75,40,0
2020-11-17,"Rajasthan","Ajmer",11960,11349,159,0,187299,180,150,1
2020-11-17,"Rajasthan","Alwar",17280,16499,68,0,183003,247,159,0
2020-11-17,"Rajasthan","BSF Camp",85,85,0,0,NA,0,0,0
2020-11-17,"Rajasthan","Banswara",1586,1447,26,0,31522,7,6,0
2020-11-17,"Rajasthan","Baran",1620,1471,26,0,33930,7,3,0
2020-11-17,"Rajasthan","Barmer",3924,3750,37,0,81483,7,7,0
2020-11-17,"Rajasthan","Bharatpur",6795,6423,97,0,120318,87,53,0
2020-11-17,"Rajasthan","Bhilwara",6564,6289,30,0,113978,67,44,0
2020-11-17,"Rajasthan","Bikaner",16889,15780,152,0,226423,122,381,0
2020-11-17,"Rajasthan","Bundi",1650,1484,9,0,35326,16,3,0
2020-11-17,"Rajasthan","Chittorgarh",2616,2422,32,0,68358,15,3,0
2020-11-17,"Rajasthan","Churu",3416,3246,31,0,95578,11,3,1
2020-11-17,"Rajasthan","Dausa",1907,1741,15,0,40953,0,3,0
2020-11-17,"Rajasthan","Dholpur",3401,3270,29,0,100737,6,4,0
2020-11-17,"Rajasthan","Dungarpur",2853,2623,28,0,92808,20,25,0
2020-11-17,"Rajasthan","Evacuees",61,61,0,0,NA,0,0,0
2020-11-17,"Rajasthan","Ganganagar",4902,4520,32,0,43784,8,140,0
2020-11-17,"Rajasthan","Hanumangarh",2202,2011,8,0,43062,4,8,0
2020-11-17,"Rajasthan","Italians",2,2,0,0,NA,0,0,0
2020-11-17,"Rajasthan","Jaipur",40046,33090,400,0,599701,484,169,2
2020-11-17,"Rajasthan","Jaisalmer",1431,1189,19,0,59381,25,11,0
2020-11-17,"Rajasthan","Jalore",4552,4298,41,0,128124,15,8,0
2020-11-17,"Rajasthan","Jhalawar",2843,2679,14,0,70341,17,6,0
2020-11-17,"Rajasthan","Jhunjhunu",3570,3281,35,0,83845,23,3,0
2020-11-17,"Rajasthan","Jodhpur",34092,29147,207,0,482165,317,158,2
2020-11-17,"Rajasthan","Karauli",1234,1112,17,0,40974,11,3,1
2020-11-17,"Rajasthan","Kota",12654,12100,118,0,239491,147,130,1
2020-11-17,"Rajasthan","Nagaur",6742,6289,68,0,150412,94,99,0
2020-11-17,"Rajasthan","Other State",189,150,39,0,NA,0,0,0
2020-11-17,"Rajasthan","Pali",8256,7890,80,0,137205,55,92,1
2020-11-17,"Rajasthan","Pratapgarh",970,923,14,0,26971,8,3,0
2020-11-17,"Rajasthan","Rajsamand",2665,2469,33,0,61764,6,6,0
2020-11-17,"Rajasthan","Sawai Madhopur",1277,1109,23,0,56733,39,2,0
2020-11-17,"Rajasthan","Sikar",7373,7069,69,0,116688,33,70,2
2020-11-17,"Rajasthan","Sirohi",2708,2552,26,0,59144,0,8,0
2020-11-17,"Rajasthan","Tonk",2105,1879,27,0,44535,30,14,0
2020-11-17,"Rajasthan","Udaipur",7760,7359,80,0,173785,86,60,0
2020-11-16,"Rajasthan","Ajmer",11780,11199,158,0,186541,50,119,2
2020-11-16,"Rajasthan","Alwar",17033,16340,68,0,182439,145,60,2
2020-11-16,"Rajasthan","BSF Camp",85,85,0,0,NA,0,0,0
2020-11-16,"Rajasthan","Banswara",1579,1441,26,0,31455,0,2,0
2020-11-16,"Rajasthan","Baran",1613,1468,26,0,33879,21,3,0
2020-11-16,"Rajasthan","Barmer",3917,3743,37,0,81061,2,78,0
2020-11-16,"Rajasthan","Bharatpur",6708,6370,97,0,120105,79,90,0
2020-11-16,"Rajasthan","Bhilwara",6497,6245,30,0,113588,35,47,0
2020-11-16,"Rajasthan","Bikaner",16767,15399,152,0,225613,182,120,1
2020-11-16,"Rajasthan","Bundi",1634,1481,9,0,35274,15,2,0
2020-11-16,"Rajasthan","Chittorgarh",2601,2419,32,0,68153,7,16,0
2020-11-16,"Rajasthan","Churu",3405,3243,30,0,95265,1,96,0
2020-11-16,"Rajasthan","Dausa",1907,1738,15,0,40917,16,6,0
2020-11-16,"Rajasthan","Dholpur",3395,3266,29,0,100601,8,2,0
2020-11-16,"Rajasthan","Dungarpur",2833,2598,28,0,92718,17,29,0
2020-11-16,"Rajasthan","Evacuees",61,61,0,0,NA,0,0,0
2020-11-16,"Rajasthan","Ganganagar",4894,4380,32,0,43311,20,160,2
2020-11-16,"Rajasthan","Hanumangarh",2198,2003,8,0,42919,39,6,0
2020-11-16,"Rajasthan","Italians",2,2,0,0,NA,0,0,0
2020-11-16,"Rajasthan","Jaipur",39562,32921,398,0,596959,538,189,2
2020-11-16,"Rajasthan","Jaisalmer",1406,1178,19,0,59208,0,16,0
2020-11-16,"Rajasthan","Jalore",4537,4290,41,0,128020,34,10,0
2020-11-16,"Rajasthan","Jhalawar",2826,2673,14,0,70238,13,13,0
2020-11-16,"Rajasthan","Jhunjhunu",3547,3278,35,0,83641,20,39,1
2020-11-16,"Rajasthan","Jodhpur",33775,28989,205,0,480541,412,319,1
2020-11-16,"Rajasthan","Karauli",1223,1109,16,0,40973,1,1,0
2020-11-16,"Rajasthan","Kota",12507,11970,117,0,238649,153,147,0
2020-11-16,"Rajasthan","Nagaur",6648,6190,68,0,149987,89,21,0
2020-11-16,"Rajasthan","Other State",189,150,39,0,NA,0,0,0
2020-11-16,"Rajasthan","Pali",8201,7798,79,0,136888,143,75,1
2020-11-16,"Rajasthan","Pratapgarh",962,920,14,0,26954,2,1,0
2020-11-16,"Rajasthan","Rajsamand",2659,2463,33,0,61660,3,1,0
2020-11-16,"Rajasthan","Sawai Madhopur",1238,1107,23,0,56657,5,8,0
2020-11-16,"Rajasthan","Sikar",7340,6999,67,0,116498,20,49,0
2020-11-16,"Rajasthan","Sirohi",2708,2544,26,0,59062,3,5,0
2020-11-16,"Rajasthan","Tonk",2075,1865,27,0,43998,35,15,0
2020-11-16,"Rajasthan","Udaipur",7674,7299,80,0,173100,61,65,0
2020-11-15,"Rajasthan","Ajmer",11730,11080,156,0,186273,80,90,2
2020-11-15,"Rajasthan","Alwar",16888,16280,66,0,182103,157,130,1
2020-11-15,"Rajasthan","BSF Camp",85,85,0,0,NA,0,0,0
2020-11-15,"Rajasthan","Banswara",1579,1439,26,0,31371,10,4,0
2020-11-15,"Rajasthan","Baran",1592,1465,26,0,33860,0,7,0
2020-11-15,"Rajasthan","Barmer",3915,3665,37,0,80998,45,60,0
2020-11-15,"Rajasthan","Bharatpur",6629,6280,97,0,119929,79,131,0
2020-11-15,"Rajasthan","Bhilwara",6462,6198,30,0,113416,45,72,0
2020-11-15,"Rajasthan","Bikaner",16585,15279,151,0,225298,91,245,0
2020-11-15,"Rajasthan","Bundi",1619,1479,9,0,35256,15,53,0
2020-11-15,"Rajasthan","Chittorgarh",2594,2403,32,0,68088,26,91,0
2020-11-15,"Rajasthan","Churu",3404,3147,30,0,95205,51,4,0
2020-11-15,"Rajasthan","Dausa",1891,1732,15,0,40887,0,22,0
2020-11-15,"Rajasthan","Dholpur",3387,3264,29,0,100561,2,4,0
2020-11-15,"Rajasthan","Dungarpur",2816,2569,28,0,92661,47,24,0
2020-11-15,"Rajasthan","Evacuees",61,61,0,0,NA,0,0,0
2020-11-15,"Rajasthan","Ganganagar",4874,4220,30,0,43258,91,194,2
2020-11-15,"Rajasthan","Hanumangarh",2159,1997,8,0,42892,20,90,0
2020-11-15,"Rajasthan","Italians",2,2,0,0,NA,0,0,0
2020-11-15,"Rajasthan","Jaipur",39024,32732,396,0,594178,498,156,2
2020-11-15,"Rajasthan","Jaisalmer",1406,1162,19,0,59143,20,3,0
2020-11-15,"Rajasthan","Jalore",4503,4280,41,0,128015,17,27,0
2020-11-15,"Rajasthan","Jhalawar",2813,2660,14,0,70133,5,6,0
2020-11-15,"Rajasthan","Jhunjhunu",3527,3239,34,0,83572,15,41,0
2020-11-15,"Rajasthan","Jodhpur",33363,28670,204,0,479858,443,80,2
2020-11-15,"Rajasthan","Karauli",1222,1108,16,0,40973,2,4,0
2020-11-15,"Rajasthan","Kota",12354,11823,117,0,238001,146,28,0
2020-11-15,"Rajasthan","Nagaur",6559,6169,68,0,149974,97,71,1
2020-11-15,"Rajasthan","Other State",189,150,39,0,NA,0,0,0
2020-11-15,"Rajasthan","Pali",8058,7723,78,0,136780,48,78,0
2020-11-15,"Rajasthan","Pratapgarh",960,919,14,0,26947,1,9,0
2020-11-15,"Rajasthan","Rajsamand",2656,2462,33,0,61645,17,13,0
2020-11-15,"Rajasthan","Sawai Madhopur",1233,1099,23,0,56566,0,20,0
2020-11-15,"Rajasthan","Sikar",7320,6950,67,0,116415,35,61,0
2020-11-15,"Rajasthan","Sirohi",2705,2539,26,0,59036,5,19,0
2020-11-15,"Rajasthan","Tonk",2040,1850,27,0,43477,4,18,0
2020-11-15,"Rajasthan","Udaipur",7613,7234,80,0,172817,72,35,0
2020-11-14,"Rajasthan","Ajmer",11650,10990,154,0,185870,130,131,2
2020-11-14,"Rajasthan","Alwar",16731,16150,65,0,181789,132,81,0
2020-11-14,"Rajasthan","BSF Camp",85,85,0,0,NA,0,0,0
2020-11-14,"Rajasthan","Banswara",1569,1435,26,0,31342,10,2,0
2020-11-14,"Rajasthan","Baran",1592,1458,26,0,33817,13,3,0
2020-11-14,"Rajasthan","Barmer",3870,3605,37,0,80862,38,7,0
2020-11-14,"Rajasthan","Bharatpur",6550,6149,97,0,119773,51,4,0
2020-11-14,"Rajasthan","Bhilwara",6417,6126,30,0,113306,74,36,0
2020-11-14,"Rajasthan","Bikaner",16494,15034,151,0,224898,215,219,1
2020-11-14,"Rajasthan","Bundi",1604,1426,9,0,35237,17,3,0
2020-11-14,"Rajasthan","Chittorgarh",2568,2312,32,0,68049,29,37,0
2020-11-14,"Rajasthan","Churu",3353,3143,30,0,95177,27,8,0
2020-11-14,"Rajasthan","Dausa",1891,1710,15,0,40850,16,14,0
2020-11-14,"Rajasthan","Dholpur",3385,3260,29,0,100521,5,2,0
2020-11-14,"Rajasthan","Dungarpur",2769,2545,28,0,92589,27,6,0
2020-11-14,"Rajasthan","Evacuees",61,61,0,0,NA,0,0,0
2020-11-14,"Rajasthan","Ganganagar",4783,4026,28,0,43204,84,196,1
2020-11-14,"Rajasthan","Hanumangarh",2139,1907,8,0,42811,33,3,0
2020-11-14,"Rajasthan","Italians",2,2,0,0,NA,0,0,0
2020-11-14,"Rajasthan","Jaipur",38526,32576,394,0,591590,406,221,2
2020-11-14,"Rajasthan","Jaisalmer",1386,1159,19,0,59041,25,17,0
2020-11-14,"Rajasthan","Jalore",4486,4253,41,0,127910,20,5,0
2020-11-14,"Rajasthan","Jhalawar",2808,2654,14,0,70060,14,4,0
2020-11-14,"Rajasthan","Jhunjhunu",3512,3198,34,0,83500,50,76,1
2020-11-14,"Rajasthan","Jodhpur",32920,28590,202,0,478957,306,281,2
2020-11-14,"Rajasthan","Karauli",1220,1104,16,0,40916,3,5,0
2020-11-14,"Rajasthan","Kota",12208,11795,117,0,237419,106,5,0
2020-11-14,"Rajasthan","Nagaur",6462,6098,67,0,149673,44,48,1
2020-11-14,"Rajasthan","Other State",189,150,39,0,NA,0,0,0
2020-11-14,"Rajasthan","Pali",8010,7645,78,0,136628,84,22,1
2020-11-14,"Rajasthan","Pratapgarh",959,910,14,0,26939,5,1,0
2020-11-14,"Rajasthan","Rajsamand",2639,2449,33,0,61616,28,10,0
2020-11-14,"Rajasthan","Sawai Madhopur",1233,1079,23,0,56550,15,5,0
2020-11-14,"Rajasthan","Sikar",7285,6889,67,0,116320,72,176,0
2020-11-14,"Rajasthan","Sirohi",2700,2520,26,0,58985,15,22,0
2020-11-14,"Rajasthan","Tonk",2036,1832,27,0,42600,12,42,0
2020-11-14,"Rajasthan","Udaipur",7541,7199,80,0,172581,56,62,1
2020-11-13,"Rajasthan","Ajmer",11520,10859,152,0,184741,90,171,1
2020-11-13,"Rajasthan","Alwar",16599,16069,65,0,181039,114,67,1
2020-11-13,"Rajasthan","BSF Camp",85,85,0,0,NA,0,0,0
2020-11-13,"Rajasthan","Banswara",1559,1433,26,0,31290,10,1,0
2020-11-13,"Rajasthan","Baran",1579,1455,26,0,33771,0,3,0
2020-11-13,"Rajasthan","Barmer",3832,3598,37,0,80616,36,38,0
2020-11-13,"Rajasthan","Bharatpur",6499,6145,97,0,119530,54,56,0
2020-11-13,"Rajasthan","Bhilwara",6343,6090,30,0,113091,47,23,0
2020-11-13,"Rajasthan","Bikaner",16279,14815,150,0,224294,206,119,1
2020-11-13,"Rajasthan","Bundi",1587,1423,9,0,35102,10,10,0
2020-11-13,"Rajasthan","Chittorgarh",2539,2275,32,0,67553,30,6,0
2020-11-13,"Rajasthan","Churu",3326,3135,30,0,94710,37,97,0
2020-11-13,"Rajasthan","Dausa",1875,1696,15,0,40799,7,15,0
2020-11-13,"Rajasthan","Dholpur",3380,3258,29,0,100348,4,3,0
2020-11-13,"Rajasthan","Dungarpur",2742,2539,28,0,92366,25,20,0
2020-11-13,"Rajasthan","Evacuees",61,61,0,0,NA,0,0,0
2020-11-13,"Rajasthan","Ganganagar",4699,3830,27,0,42910,122,32,1
2020-11-13,"Rajasthan","Hanumangarh",2106,1904,8,0,42449,21,11,0
2020-11-13,"Rajasthan","Italians",2,2,0,0,NA,0,0,0
2020-11-13,"Rajasthan","Jaipur",38120,32355,392,0,585460,460,339,1
2020-11-13,"Rajasthan","Jaisalmer",1361,1142,19,0,58862,16,9,0
2020-11-13,"Rajasthan","Jalore",4466,4248,41,0,127435,27,53,0
2020-11-13,"Rajasthan","Jhalawar",2794,2650,14,0,69937,17,21,0
2020-11-13,"Rajasthan","Jhunjhunu",3462,3122,33,0,83355,62,23,1
2020-11-13,"Rajasthan","Jodhpur",32614,28309,200,0,477394,328,284,1
2020-11-13,"Rajasthan","Karauli",1217,1099,16,0,40716,9,4,0
2020-11-13,"Rajasthan","Kota",12102,11790,117,0,236391,88,140,1
2020-11-13,"Rajasthan","Nagaur",6418,6050,66,0,148943,61,16,1
2020-11-13,"Rajasthan","Other State",189,150,39,0,NA,0,0,0
2020-11-13,"Rajasthan","Pali",7926,7623,77,0,135929,78,109,1
2020-11-13,"Rajasthan","Pratapgarh",954,909,14,0,26926,0,1,0
2020-11-13,"Rajasthan","Rajsamand",2611,2439,33,0,61463,17,40,0
2020-11-13,"Rajasthan","Sawai Madhopur",1218,1074,23,0,56303,12,5,0
2020-11-13,"Rajasthan","Sikar",7213,6713,67,0,115857,62,11,1
2020-11-13,"Rajasthan","Sirohi",2685,2498,26,0,58893,10,38,0
2020-11-13,"Rajasthan","Tonk",2024,1790,27,0,41775,20,27,0
2020-11-13,"Rajasthan","Udaipur",7485,7137,79,0,172021,64,35,1
2020-11-12,"Rajasthan","Ajmer",11430,10688,151,0,183600,131,135,1
2020-11-12,"Rajasthan","Alwar",16485,16002,64,0,180085,111,104,1
2020-11-12,"Rajasthan","BSF Camp",85,85,0,0,NA,0,0,0
2020-11-12,"Rajasthan","Banswara",1549,1432,26,0,31181,3,1,0
2020-11-12,"Rajasthan","Baran",1579,1452,26,0,33721,5,2,0
2020-11-12,"Rajasthan","Barmer",3796,3560,37,0,80070,22,31,0
2020-11-12,"Rajasthan","Bharatpur",6445,6089,97,0,118935,41,109,0
2020-11-12,"Rajasthan","Bhilwara",6296,6067,30,0,112715,34,35,0
2020-11-12,"Rajasthan","Bikaner",16073,14696,149,0,223297,258,136,1
2020-11-12,"Rajasthan","Bundi",1577,1413,9,0,34875,12,1,0
2020-11-12,"Rajasthan","Chittorgarh",2509,2269,32,0,66917,19,2,1
2020-11-12,"Rajasthan","Churu",3289,3038,30,0,94334,32,1,0
